id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_4391_63fdf9cc,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",93,0,3,0,7278,7,10,33,36,7,10,7544,15736,15736,7544,90,137
PARTIDA_4392_0fcd11c8,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",75,1,2,1959,5319,7,9,27,29,7,9,6894,9209,9209,6894,63,94
PARTIDA_4393_8072d446,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",48,2,0,6249,1959,5,6,19,20,5,6,8203,3457,3457,8203,35,58
PARTIDA_4394_8aeccce8,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",79,1,2,561,5244,9,7,31,28,9,7,7674,11130,11130,7674,100,80
PARTIDA_4395_0d1b5e2c,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Más torres restantes",224,1,2,3360,5119,20,22,80,78,20,22,11257,16907,16907,11257,143,207
PARTIDA_4396_181bc55e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",96,2,2,3160,1959,10,10,34,36,10,10,9660,9640,9640,9660,81,87
PARTIDA_4397_05ad4139,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,0,7278,1959,7,5,23,20,7,5,8427,1250,1250,8427,90,20
PARTIDA_4398_9a5eb96c,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",66,2,1,5319,1959,6,6,26,24,6,6,7824,2696,2696,7824,54,32
PARTIDA_4399_4270633f,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,1,5319,1959,6,7,25,26,6,7,8778,3784,3784,8778,63,70
PARTIDA_4400_29d241c8,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,1,5008,1959,3,4,14,15,3,4,6970,3593,3593,6970,14,35
PARTIDA_4401_ea31d7d4,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",40,1,2,1959,3784,5,3,17,13,5,3,4802,7630,7630,4802,36,42
PARTIDA_4402_78d90383,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",83,0,3,0,7278,7,9,31,33,7,9,2590,14021,14021,2590,39,177
PARTIDA_4403_68ec0dd8,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,1,939,1959,9,8,30,30,9,8,12179,8971,8971,12179,133,58
PARTIDA_4404_4599a45e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,7278,1859,7,6,25,24,7,6,12023,2380,2380,12023,121,36
PARTIDA_4405_26536eb3,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",36,0,2,1959,7278,3,4,13,15,3,4,1220,6066,6066,1220,16,12
PARTIDA_4406_6cf6c894,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",122,3,1,3639,0,12,12,45,43,12,12,16299,9966,9966,16299,164,118
PARTIDA_4407_8da611b7,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",27,0,2,1959,7203,4,4,12,14,4,4,1759,6752,6752,1759,29,33
PARTIDA_4408_c9f56e8c,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",29,2,1,4719,1959,4,3,15,12,4,3,7461,4113,4113,7461,39,25
PARTIDA_4409_febb5599,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",30,0,2,1959,7278,3,3,12,13,3,3,649,6322,6322,649,12,23
PARTIDA_4410_92e0a8b4,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",75,2,1,5319,1959,6,6,26,27,6,6,7241,4440,4440,7241,66,49
PARTIDA_4411_5ab8f9ba,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",73,1,2,1959,4219,7,7,26,29,7,7,8515,9370,9370,8515,77,49
PARTIDA_4412_d40048a1,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",160,0,3,0,7278,13,13,54,54,13,13,9332,22829,22829,9332,117,152
PARTIDA_4413_09217884,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",111,0,3,0,6702,12,11,40,41,12,11,5099,14805,14805,5099,76,126
PARTIDA_4414_303980ee,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",76,0,3,0,6798,9,7,30,28,9,7,3120,12125,12125,3120,41,65
PARTIDA_4415_dd96270d,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",83,3,0,7278,0,10,6,32,28,10,6,13083,3146,3146,13083,158,42
PARTIDA_4416_b39fd0e9,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",25,2,0,7203,1392,4,3,13,11,4,3,7208,1867,1867,7208,41,31
PARTIDA_4417_9418a135,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",102,3,0,7278,0,9,9,39,37,9,9,16142,2633,2633,16142,168,41
PARTIDA_4418_e7e29447,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",45,2,0,5703,1959,4,5,16,19,4,5,7218,4793,4793,7218,43,55
PARTIDA_4419_6fd44cba,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",112,2,1,5244,393,9,10,38,38,9,10,13134,7870,7870,13134,170,120
PARTIDA_4420_19a0d9b7,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",74,1,2,1959,5142,8,7,28,28,8,7,7181,8787,8787,7181,64,45
PARTIDA_4421_493f5693,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",61,3,0,7278,0,6,6,24,23,6,6,12551,2907,2907,12551,68,44
PARTIDA_4422_3f2ef1d7,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",116,3,0,7278,0,9,9,40,40,9,9,17148,3230,3230,17148,150,42
PARTIDA_4423_fd5cd332,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,0,6938,1755,4,3,15,12,4,3,6318,956,956,6318,25,13
PARTIDA_4424_2b77acf7,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",94,3,0,7278,0,8,7,33,32,8,7,15655,2692,2692,15655,104,36
PARTIDA_4425_4194a408,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",48,1,2,1759,5119,5,6,20,20,5,6,5292,9636,9636,5292,29,56
PARTIDA_4426_769f9ea0,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",36,1,2,1959,5319,4,4,15,16,4,4,3910,8054,8054,3910,38,37
PARTIDA_4427_0b0d5f26,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",26,2,1,2240,1959,4,3,14,11,4,3,6346,5711,5711,6346,37,35
PARTIDA_4428_72ac49f6,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",26,1,2,1959,4299,4,4,14,13,4,4,5043,6201,6201,5043,37,30
PARTIDA_4429_1fdb0159,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",178,1,2,329,2868,18,18,61,62,18,18,12220,19435,19435,12220,153,214
PARTIDA_4430_20404ebe,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",105,0,3,0,6153,11,11,39,39,11,11,6935,13141,13141,6935,107,170
PARTIDA_4431_30412370,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",83,0,2,1959,7278,7,9,32,33,7,9,3219,10245,10245,3219,25,89
PARTIDA_4432_92500b47,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",35,0,2,1959,7215,4,4,17,14,4,4,2449,8112,8112,2449,31,40
PARTIDA_4433_d3414950,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",64,0,3,0,7278,5,7,23,26,5,7,1962,11992,11992,1962,23,128
PARTIDA_4434_013550c5,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",28,2,0,7278,1959,4,4,14,13,4,4,6726,1855,1855,6726,24,28
PARTIDA_4435_cbddb3a9,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",66,0,3,0,7278,8,7,25,25,8,7,2467,11586,11586,2467,36,88
PARTIDA_4436_97ea1864,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",170,3,0,6618,0,15,16,57,62,15,16,18317,11033,11033,18317,166,105
PARTIDA_4437_3d12aebc,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",89,3,0,7278,0,9,8,33,32,9,8,13255,5618,5618,13255,153,67
PARTIDA_4438_ae45825d,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",118,1,3,0,5256,12,12,42,44,12,12,8149,13751,13751,8149,101,138
PARTIDA_4439_d2a8388b,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",66,3,0,7278,0,6,6,24,24,6,6,12380,2636,2636,12380,71,36
PARTIDA_4440_f5ced51e,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",59,2,0,7278,1959,6,5,24,22,6,5,7809,3650,3650,7809,56,40
PARTIDA_4441_cbad31bb,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",53,2,0,7078,1329,6,5,21,21,6,5,7900,2852,2852,7900,38,34
PARTIDA_4442_67825417,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",51,0,2,1959,7058,5,6,21,22,5,6,2080,7111,7111,2080,15,78
PARTIDA_4443_99dbb805,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",58,2,1,2568,1959,6,6,22,24,6,6,7709,7280,7280,7709,60,86
PARTIDA_4444_c68c8ff1,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",107,0,3,0,7278,10,11,38,38,10,11,4911,15344,15344,4911,78,162
PARTIDA_4445_3cd56980,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",69,3,0,7278,0,8,7,28,26,8,7,10662,2012,2012,10662,120,24
PARTIDA_4446_d13b9317,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",121,3,1,5319,0,12,11,44,43,12,11,13419,9663,9663,13419,174,103
PARTIDA_4447_7b4fd066,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Más torres restantes",258,2,3,0,641,24,22,87,88,24,22,22863,23637,23637,22863,277,195
PARTIDA_4448_e1692af9,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",65,0,2,259,5337,7,7,24,25,7,7,5925,11891,11891,5925,80,93
PARTIDA_4449_31966dd5,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",45,2,0,7278,1659,5,4,18,18,5,4,8980,1456,1456,8980,49,18
PARTIDA_4450_254856ac,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",26,2,0,7278,1959,3,3,12,11,3,3,7280,1760,1760,7280,30,20
PARTIDA_4451_8bee0929,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",136,2,1,5166,1317,12,14,49,50,12,14,13273,10367,10367,13273,113,144
PARTIDA_4452_21e7f367,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",73,2,1,4639,1959,7,8,29,27,7,8,11934,4977,4977,11934,54,53
PARTIDA_4453_4bad2819,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",50,2,1,5319,1959,5,6,19,21,5,6,6819,4158,4158,6819,56,73
PARTIDA_4454_a7f3e0c8,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",63,3,0,7278,0,7,8,25,26,7,8,10299,3319,3319,10299,119,62
PARTIDA_4455_a8d720c8,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",53,2,1,2664,1959,6,6,21,22,6,6,8957,7914,7914,8957,71,86
PARTIDA_4456_f57b048f,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",59,2,0,7278,1959,6,5,23,24,6,5,8390,3870,3870,8390,55,41
PARTIDA_4457_e1cdc26a,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",85,0,2,1959,5678,8,8,32,31,8,8,5750,8971,8971,5750,65,66
PARTIDA_4458_76a0a38e,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",44,2,0,6354,1092,5,5,17,18,5,5,8584,3284,3284,8584,59,67
PARTIDA_4459_66d5dbb0,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",59,2,0,6717,1959,6,7,22,25,6,7,9300,1989,1989,9300,100,34
PARTIDA_4460_4dedbc63,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",79,2,0,5358,1959,8,7,30,29,8,7,10764,5622,5622,10764,118,76
PARTIDA_4461_e3450d97,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",56,2,2,1449,1190,5,5,20,19,5,5,8813,9530,9530,8813,79,103
PARTIDA_4462_6fe842f1,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",75,0,3,0,5458,7,8,27,29,7,8,5404,14067,14067,5404,75,143
PARTIDA_4463_1b97f042,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",65,0,3,0,7178,7,6,27,23,7,6,2594,12308,12308,2594,41,99
PARTIDA_4464_5286234d,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,6351,1926,7,6,29,26,7,6,7379,3931,3931,7379,71,58
PARTIDA_4465_d131488d,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",123,1,2,1959,2475,12,11,46,43,12,11,10543,14755,14755,10543,137,140
PARTIDA_4466_4465a18c,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",92,0,3,0,7038,9,8,35,32,9,8,5307,13765,13765,5307,81,55
PARTIDA_4467_a028c02d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",39,0,2,1959,6711,5,4,17,14,5,4,2039,6486,6486,2039,26,23
PARTIDA_4468_7d391a1b,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,0,7278,1581,3,4,15,17,3,4,8601,3036,3036,8601,30,35
PARTIDA_4469_eb8f4735,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",69,3,0,7278,0,8,7,28,26,8,7,14645,2824,2824,14645,93,42
PARTIDA_4470_01dce373,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",131,1,3,0,5319,10,13,47,49,10,13,7682,19476,19476,7682,65,257
PARTIDA_4471_1ffa09cd,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",100,2,1,4879,1159,10,10,38,36,10,10,11237,8796,8796,11237,119,55
PARTIDA_4472_2a3b9789,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",99,3,0,7278,0,11,8,38,36,11,8,17471,3502,3502,17471,220,49
PARTIDA_4473_5de976cd,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",59,2,1,5319,1329,6,5,24,20,6,5,9722,4411,4411,9722,99,32
PARTIDA_4474_6263a984,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",80,0,2,1959,6393,10,9,32,32,10,9,4893,8926,8926,4893,81,48
PARTIDA_4475_4d90f3b1,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",102,2,1,92,1959,8,9,39,35,8,9,13552,12807,12807,13552,105,117
PARTIDA_4476_d122d2eb,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",44,2,0,5799,1959,5,5,17,19,5,5,8843,3824,3824,8843,82,54
PARTIDA_4477_c47cf649,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Más torres restantes",182,1,2,659,5067,15,18,63,65,15,18,13972,20019,20019,13972,170,219
PARTIDA_4478_2cbe4ea5,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",163,3,2,1836,0,14,17,57,57,14,17,17819,20350,20350,17819,167,200
PARTIDA_4479_16cb0cec,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,1,5319,1959,7,7,24,25,7,7,9329,5378,5378,9329,54,57
PARTIDA_4480_b2839a11,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",92,2,1,2379,1959,10,10,34,34,10,10,9808,11060,11060,9808,118,139
PARTIDA_4481_054f57e2,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",51,0,2,1959,6938,5,5,19,20,5,5,4068,7532,7532,4068,44,32
PARTIDA_4482_ecb6feb3,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",56,2,1,5219,1959,6,6,24,23,6,6,7308,4739,4739,7308,31,58
PARTIDA_4483_9f0e08e0,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",124,0,3,0,6819,11,13,44,44,11,13,5707,14720,14720,5707,75,201
PARTIDA_4484_bc77a3a8,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",48,1,2,1959,4719,5,5,18,20,5,5,4437,8570,8570,4437,29,45
PARTIDA_4485_c2800ee6,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",99,3,1,4467,0,9,9,37,35,9,9,11704,6891,6891,11704,57,74
PARTIDA_4486_9a587d08,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",88,1,3,0,4983,10,7,34,29,10,7,8552,12892,12892,8552,126,79
PARTIDA_4487_c7fff85a,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",111,1,3,0,2679,9,11,39,41,9,11,11904,17260,17260,11904,86,153
PARTIDA_4488_7f27366a,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",74,2,1,4761,1959,8,8,28,27,8,8,10354,6516,6516,10354,124,98
PARTIDA_4489_0626c763,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",33,0,2,1959,6258,4,4,16,16,4,4,2705,8049,8049,2705,17,38
PARTIDA_4490_98dadf5f,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,1,5319,1959,5,5,17,18,5,5,7084,4564,4564,7084,46,39
PARTIDA_4491_c8c957d1,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,0,7038,1959,4,4,15,15,4,4,7765,693,693,7765,44,11
PARTIDA_4492_1da1f33c,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,837,7278,3,4,12,15,3,4,1591,10102,10102,1591,26,59
PARTIDA_4493_e1c2f8a9,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",75,2,2,1893,157,7,9,26,29,7,9,11309,8771,8771,11309,115,60
PARTIDA_4494_597ee127,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",88,3,0,5398,0,10,8,34,31,10,8,12645,5525,5525,12645,122,60
PARTIDA_4495_8bac249b,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",61,2,1,5189,1049,6,6,25,23,6,6,10580,4130,4130,10580,72,53
PARTIDA_4496_7e245199,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",116,0,3,0,7278,10,12,42,41,10,12,6554,15435,15435,6554,89,163
PARTIDA_4497_a522402c,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,5958,1959,7,8,27,30,7,8,11650,5632,5632,11650,94,73
PARTIDA_4498_7632bfc4,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",35,0,2,1959,6438,4,4,15,15,4,4,2561,6687,6687,2561,28,30
PARTIDA_4499_a83b0453,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,0,6254,1959,4,4,15,15,4,4,6362,2198,2198,6362,40,29
PARTIDA_4500_e5bbc674,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",151,1,3,0,4479,16,16,54,54,16,16,9731,18317,18317,9731,123,229
PARTIDA_4501_8ccb1de5,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,0,7278,1959,4,4,16,14,4,4,6680,868,868,6680,26,15
PARTIDA_4502_f639b363,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",69,2,0,7278,1310,8,7,28,26,8,7,10014,4068,4068,10014,88,56
PARTIDA_4503_1db8dffe,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,0,7278,1959,5,5,22,23,5,5,10200,2090,2090,10200,48,16
PARTIDA_4504_dce8b162,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,0,7278,1959,4,4,17,15,4,4,7360,1290,1290,7360,28,15
PARTIDA_4505_9645daa7,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,0,7278,1959,3,3,12,12,3,3,6202,1015,1015,6202,13,18
PARTIDA_4506_139c4db3,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",78,0,3,0,7278,6,9,27,30,6,9,3408,14140,14140,3408,41,138
